http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	type	modified	language	license	rightsHolder	accessRights	basisOfRecord	dynamicProperties	establishmentMeans	associatedReferences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	associatedSequences	continent	country	countryCode	locality	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L2	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-20	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Montagne, C. (1850). Botánica III Hongos. In C. Gay, Historia Física y Política de Chile (Vol. 7). E. Thunot y Ca. | Gotschlich, B. (1913). Llanquihue i Valdivia. Boletín Del Museo Nacional de Chile, 6(1), 7–626. | Riquelme, C., Cabrera-Pardo, J. R., Valdés-Reyes, C., Gallardo-Pillancari, E., Rehbein, A., & Silva-Reyes, P. (2022). Nuevos registros para la funga afiloforoide (Basidiomycota, Agaricomycotina) de Chile. Lilloa, 59(Suplemento), 137–154. https://doi.org/10.30550/j.lil/2022.59.S/2022.08.07 https://doi.org/10.54830/bmnhn.v6.1913.852	null	CONCF 2090	null	https://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=283905	null	South America	Chile	CL	Los Ríos	Abortiporus biennis 	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Abortiporus	biennis	null	species	(Bull.) Singer
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L3	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-25	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botanica, 55(2), 111–185.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=362549	null	South America	Chile	CL	null	Abrothallus granulatae	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	granulatae	null	species	Wedin	dubious record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L4	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-25	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botanica, 55(2), 111–185. | Bernasconi, E., Calvelo, S., & Adler, M. T. (2002). Menegazzia (Parmeliaceae: Ascomycota) and an associated lichenicolous fungus, Abrothallus parmeliarum, from Patagonia, Argentina. Australian Systematic Botany, 15, 527–534.	"host":"Menegazzia albida" | "host":"Menegazzia magellanica" | "host":"Menegazzia opuntioides"	Calvelo 838 | Calvelo 840	On Menegazzia albida, M. magellanica, and M. opuntioides	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=216521	null	South America	Chile	CL	Los Lagos	Abrothallus parmeliarum	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	parmeliarum	null	species	(Sommerf.) Arnold
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L5	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-25	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botanica, 55(2), 111–185. | Zhurbenko, M., Etayo, J., Fedrowitz, K., & Thor, G. (2015). Miscellaneous reports of lichenicolous fungi from Argentina including the new species Didymellopsis nephromatis. Opuscula Philolichenum, 14, 82–89. https://doi.org/10.5962/p.391661	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=362548	null	South America	Chile	CL	null	Abrothallus secedens	Fungi	Ascomycota	Dothideomycetes	Abrothallales	Abrothallaceae	Abrothallus	secedens	null	species	Wedin & R.Sant.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L6	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2026-03-20	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Valenzuela, E., Santibañez, C., Leiva, S., & García, H. (2001). Hongos aislados desde sedimentos del lago Riñihue y afluentes, X región (Chile). Boletín Micológico, 16, 79–85. https://doi.org/10.22370/bolmicol.2001.16.0.464 | Valenzuela F., E., Toro Z., V., Martínez V., O., & Pinochet T., D. (2005). Determinación de fosfatasas en hongos de praderas. Boletín Micológico, 20(1), 83–89. https://doi.org/10.22370/bolmicol.2005.20.0.280	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=221421	null	South America	Chile	CL	Los Ríos	Absidia cylindrospora	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	cylindrospora	null	species	Hagem	new record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L7	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2026-03-20	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Valenzuela F., E., Toro Z., V., Martínez V., O., & Pinochet T., D. (2005). Determinación de fosfatasas en hongos de praderas. Boletín Micológico, 20(1), 83–89. https://doi.org/10.22370/bolmicol.2005.20.0.280	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=221208	null	South America	Chile	CL	Los Ríos	Absidia glauca	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	glauca	null	species	Hagem	new record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L8	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2026-03-01	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Valenzuela, E., & Peredo, H. L. (1989). Nuevas determinaciones micológicas de importancia forestal en Chile. Boletín Micológico, 4(3), 149–153. https://doi.org/10.22370/bolmicol.1989.4.3.1575 | Valenzuela F., E., Toro Z., V., Martínez V., O., & Pinochet T., D. (2005). Determinación de fosfatasas en hongos de praderas. Boletín Micológico, 20(1), 83–89. https://doi.org/10.22370/bolmicol.2005.20.0.280	"host":"Pinus radiata"	null	On Pinus radiata	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=224063	null	South America	Chile	CL	Biobío | Los Ríos	Absidia spinosa	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	spinosa	null	species	Lendn.	new record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L9	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-25	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Gorjón, S. P., Greslebin, A. G., & Rajchenberg, M. (2012). The genus Aleurodiscus s. L. (Stereaceae, Russulales) in the Patagonian Andes. Mycological Progress, 12(1), 91–108. https://doi.org/10.1007/s11557-012-0820-3 | Gorjón, S. P., & Hallenberg, N. (2012). Some new species and a first checklist of corticioid fungi (Basidiomycota) from Chile. Mycological Progress, 12(2), 185–192. https://doi.org/10.1007/s11557-012-0824-z | Rajchenberg, M., Pildain, M. B., de Errasti, A., Riquelme, C., Becerra, J., Torres-Díaz, C., & Cabrera-Pardo, J. R. (2021). Species and genera in Aleurodiscus sensu lato as viewed from the Southern Hemisphere. Mycologia, 113(6), 1264–1277. https://doi.org/10.1080/00275514.2021.1940671	"host":"Chusquea quila"	SPG 3088 | BAFC (holotype) | SALA (isotype) | HCFC 1318	On dead stems of Chusquea quila	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=836698	https://www.ncbi.nlm.nih.gov/nuccore/MT831059	South America	Chile	CL	Los Lagos	Acanthobasidium quilae	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Acanthobasidium	quilae	null	species	(Gorjón, Gresl. & Rajchenb.) Rajchenb. & Pildain
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L10	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-20	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Spegazzini, C. (1887). Fungi Patagonici. Imprenta de Pablo Coni e Hijos. https://doi.org/10.5962/bhl.title.4071 | Mujica, F., Vergara, C., & Oehrens, E. (1980). Flora fungosa chilena (2nd ed.).	"host":"Nothofagus antarctica"	LPS	On dead decorticated branches of Nothofagus antarctica	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=216846	null	South America	Chile	CL	Magallanes	Acanthostigma imperspicuum	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Acanthostigma	imperspicuum	null	species	Speg.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L11	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"data deficient"}	native	Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botánica, 55(2), 111–185. | Vargas Castillo, R. (2018). Biota liquenológica de la Reserva Natural Altos de Cantillana.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=363813	null	South America	Chile	CL	Metropolitana	Acarospora altoandina	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	altoandina	null	species	H.Magn.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L12	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-11-06	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Dodge, C. W. (1965). Lichenological Notes on the Flora of the Antarctic Continent and the Subantarctic Islands: VI. New Taxa from the Antarctic Continent and Adjacent Islands. Transactions of the American Microscopical Society, 84(4), 507–529. https://doi.org/10.2307/3224798 | Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botánica, 55(2), 111–185.	null	Follmann 13018	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=474439	null	South America	Chile	CL	null	Acarospora austroshetlandica	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	austroshetlandica	null	species	(C.W.Dodge) Øvstedal
