http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	type	modified	language	license	rightsHolder	accessRights	basisOfRecord	dynamicProperties	establishmentMeans	associatedReferences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	associatedSequences	continent	country	countryCode	locality	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L2	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-20	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Montagne, C. (1850). Botánica III Hongos. In C. Gay, Historia Física y Política de Chile (Vol. 7). E. Thunot y Ca. | Gotschlich, B. (1913). Llanquihue i Valdivia. Boletín Del Museo Nacional de Chile, 6(1), 7–626. | Riquelme, C., Cabrera-Pardo, J. R., Valdés-Reyes, C., Gallardo-Pillancari, E., Rehbein, A., & Silva-Reyes, P. (2022). Nuevos registros para la funga afiloforoide (Basidiomycota, Agaricomycotina) de Chile. Lilloa, 59(Suplemento), 137–154. https://doi.org/10.30550/j.lil/2022.59.S/2022.08.07 https://doi.org/10.54830/bmnhn.v6.1913.852	null	CONCF 2090	null	https://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=283905	null	South America	Chile	CL	Los Ríos	Abortiporus biennis 	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Abortiporus	biennis	null	species	(Bull.) Singer
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L13	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botánica, 55(2), 111–185. | Etayo, J., Sancho, L. G., Gómez-Bolea, A., Sochting, U., Aguirre, F., & Rozzi, R. (2021). Catálogo de líquenes (y algunos hongos relacionados) de la isla Navarino, Reserva de la Biosfera Cabo de Hornos, Chile. Anales Del Instituto de La Patagonia. https://doi.org/10.22352/AIP202149013	null	Etayo 22531	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375487	null	South America	Chile	CL	Magallanes	Acarospora badiofusca	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	badiofusca	null	species	(Nyl.) Th.Fr.	dubious record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L14	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Knudsen, K., Elix, J. A., & Reeb, V. (2008). A preliminary study of the genera Acarospora and Pleopsidium in South America. Opuscula Philolichenum, 5, 1–22. https://doi.org/10.5962/p.381950 | Vargas Castillo, R. (2018). Biota liquenológica de la Reserva Natural Altos de Cantillana.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375496	null	South America	Chile	CL	Metropolitana	Acarospora brouardii	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	brouardii	null	species	B.de Lesd.	dubious record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L15	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"least concern"}	native	Knudsen, K., Elix, J. A., & Reeb, V. (2008). A preliminary study of the genera Acarospora and Pleopsidium in South America. Opuscula Philolichenum, 5, 1–22. https://doi.org/10.5962/p.381950 | Vargas Castillo, R. (2018). Biota liquenológica de la Reserva Natural Altos de Cantillana.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375499	null	South America	Chile	CL	Coquimbo | Metropolitana	Acarospora bullata	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	bullata	null	species	Anzi
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L16	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botánica, 55(2), 111–185.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=363829	null	South America	Chile	CL	null	Acarospora catamarcae	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	catamarcae	null	species	H.Magn.	dubious record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L17	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2026-03-18	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Weber, W. A. (1968). A Taxonomic Revision of Acarospora, Subgenus Xanthothallia. The Lichenologist, 4(1), 16–31. https://doi.org/10.1017/S0024282968000046	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375512	null	South America	Chile	CL	null	Acarospora chilensis	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	chilensis	null	species	H.Magn.	new record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L18	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Zahlbruckner, A. (1926). Chilenische Flechten, gesammelt von C. Skottsberg. Acta Horti Gothoburgensis: Meddelanden Från Göteborgs Botaniska Trädgård, 2, 1–26. | Follmann, G., & Redón, J. (1972). Ergänzungen zur Flechtenflora der nordchilenischen Nebeloasen Fray Jorge und Talinay. Willdenowia, 6(3), 431–459.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375518	null	South America	Chile	CL	Coquimbo	Acarospora citrina	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	citrina	null	species	(Taylor) Zahlbr.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L19	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Jung, P., Emrich, D., Briegel‐Williams, L., Schermer, M., Weber, L., Baumann, K., Colesie, C., Clerc, P., Lehnert, L. W., Achilles, S., Bendix, J., & Büdel, B. (2019). Ecophysiology and phylogeny of new terricolous and epiphytic chlorolichens in a fog oasis of the Atacama Desert. MicrobiologyOpen, 8(10), e894. https://doi.org/10.1002/mbo3.894	null	HBG 024635 (holotype) | CONC 187495 (isotype)	Terricolous on quarzitic substrate	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=830228	https://www.ncbi.nlm.nih.gov/nuccore/LR584985 | https://www.ncbi.nlm.nih.gov/nuccore/LR584987 | https://www.ncbi.nlm.nih.gov/nuccore/LR584986 | https://www.ncbi.nlm.nih.gov/nuccore/LR584988 | https://www.ncbi.nlm.nih.gov/nuccore/LR584989 | https://www.ncbi.nlm.nih.gov/nuccore/LR584991 | https://www.ncbi.nlm.nih.gov/nuccore/OR726499 | https://www.ncbi.nlm.nih.gov/nuccore/OR726500 | https://www.ncbi.nlm.nih.gov/nuccore/OR726501	South America	Chile	CL	Atacama	Acarospora conafii	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	conafii	null	species	P.Jung & Büdel	new record
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L20	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botánica, 55(2), 111–185.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375527	null	South America	Chile	CL	null	Acarospora convoluta	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	convoluta	null	species	Darb.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L21	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Vargas Castillo, R. (2018). Biota liquenológica de la Reserva Natural Altos de Cantillana.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375564	null	South America	Chile	CL	Metropolitana	Acarospora fuscata	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	fuscata	null	species	(Schrad.) Arnold
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L22	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"least concern"}	native	Knudsen, K., Elix, J. A., & Reeb, V. (2008). A preliminary study of the genera Acarospora and Pleopsidium in South America. Opuscula Philolichenum, 5, 1–22. https://doi.org/10.5962/p.381950	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375613	null	South America	Chile	CL	Metropolitana	Acarospora lorentzii	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	lorentzii	null	species	(Müll.Arg.) Hue
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L23	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Wainio, A. (1903). Résultats du voyage du S. Y. Belgica en 1897-1898-1899. Botanique. Lichens. Imprimerie J.-E. Buschmann. | Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botánica, 55(2), 111–185.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375615	null	South America	Chile	CL	Magallanes	Acarospora macrocyclos	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	macrocyclos	null	species	Vain.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L24	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Zahlbruckner, A. (1926). Chilenische Flechten, gesammelt von C. Skottsberg. Acta Horti Gothoburgensis: Meddelanden Från Göteborgs Botaniska Trädgård, 2, 1–26. | Galloway, D. J., & Quilhot, W. (1998). Checklist of Chilean lichen-forming and lichenicolous fungi. Gayana Botánica, 55(2), 111–185.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375677	null	South America	Chile	CL	Metropolitana	Acarospora plumbeocaesia	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	plumbeocaesia	null	species	Zahlbr.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L25	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2026-01-29	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Vargas Castillo, R. (2012). Polysporina simplex (Davies) Vézda (Acarosporaceae, Ascomycota), nueva especie para Chile. Gayana Botanica, 69(1), 186–188. https://doi.org/10.4067/S0717-66432012000100019 | Etayo, J., Sancho, L. G., Gómez-Bolea, A., Sochting, U., Aguirre, F., & Rozzi, R. (2021). Catálogo de líquenes (y algunos hongos relacionados) de la isla Navarino, Reserva de la Biosfera Cabo de Hornos, Chile. Anales Del Instituto de La Patagonia. https://doi.org/10.22352/AIP202149013	null	Vargas & Larraín 949 | Etayo 22531	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375681	null	South America	Chile	CL	Valparaíso | Magallanes	Acarospora privigna	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	privigna	null	species	(Ach.) A.Schneid.
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L26	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2025-10-26	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	native	Knudsen, K., Elix, J. A., & Reeb, V. (2008). A preliminary study of the genera Acarospora and Pleopsidium in South America. Opuscula Philolichenum, 5, 1–22. https://doi.org/10.5962/p.381950 | Vargas Castillo, R., Stanton, D., & Nelson, P. R. (2017). Aportes al conocimiento de la biota liquénica del oasis de neblina de Alto Patache, Desierto de Atacama. Revista de Geografía Norte Grande, 68(1), 49–64. https://doi.org/10.4067/S0718-34022017000300049 | Vargas Castillo, R. (2018). Biota liquenológica de la Reserva Natural Altos de Cantillana.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=529460	null	South America	Chile	CL	Tarapacá | Coquimbo | Metropolitana	Acarospora rouxii	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	rouxii	null	species	K.Knudsen, Elix & V.Reeb
line:xlsx:hash://md5/488380e5dcb041b4fb781b54134c0082!/mycoBaseCLv1.0!/L27	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Dataset	2026-03-17	en	https://creativecommons.org/licenses/by/4.0/legalcode	Cristian Riquelme	not-for-profit use only	Taxon	{"rceStatus":"not evaluated"}	uncertain	Zahlbruckner, A. (1926). Chilenische Flechten, gesammelt von C. Skottsberg. Acta Horti Gothoburgensis: Meddelanden Från Göteborgs Botaniska Trädgård, 2, 1–26.	null	null	null	https://www.indexfungorum.org/names/NamesRecord.asp?RecordID=375705	null	South America	Chile	CL	Metropolitana	Acarospora sanguinescens	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	sanguinescens	null	species	Zahlbr.	new record
